Row,Country,Difficulty,Question,Answer,Options,Failed,Why it failed,Remedy
19486,Denmark,medium,What was Denmark's result against France in the 2022 World Cup group stage?,Lost 2-1,Lost 2-1 | Drew —1-1 | Won 1-0 | Drew 0-0,,,Rectified programmatically
21827,Ecuador,medium,What was Ecuador's exact scoreline vs Senegal at the 2022 World Cup?,Lost 2-1,Lost 2-1 | Lost 1-0 | Lost 3-1 | Lost 2-0,,,Rectified programmatically
22962,Egypt,medium,What was Egypt's group stage record at the 2018 World Cup?,Lost all three matches,"Lost all three matches | Won one,  drew two | Won one, lost two | Drew one, lost two",,,Rectified programmatically
30654,Iran,medium,What was Iran's exact result vs Spain at the 2018 World Cup?,Lost 1-0,Lost 1-0 | Lost 2-1 | Drew 1-1 | Won 1-0,,,Rectified programmatically
30663,Iran,medium,What was Iran's home stadium capacity during 2022 FIFA World Cup qualifiers?,"78,116","78,116 | 85,000 | 72,000 | 65,000",,,Rectified programmatically
36705,Jordan,medium,What was Jordan's primary stadium capacity for 2022 World Cup qualifiers?,"17,619","17,619 | 13,265 | 15,000 | 20,000",,,Rectified programmatically
6605,Brazil,easy,What was Neymar's transfer fee from Santos to Barcelona in 2013?,€88 million,€88 million | €57 million | €75 million | €100 million,,,Rectified programmatically
6606,Brazil,medium,What was the approximate capacity of Brazil's Arena Castelão at the 2014 World Cup?,"63,903","63,903 | 58,170 | 49,205 | 73,139",,,Rectified programmatically
43075,Senegal,medium,"What was the approximate capacity of Senegal's former main stadium, Stade Léopold Sédar Senghor?","60,000","60,000 | 45,000 | 50,000 | 55,000",,,Rectified programmatically
27748,Germany,medium,What was the capacity of Germany's Olympiastadion for the Euro 2024 final?,"Approximately 71,000","Approximately 71,000 | Approximately - 75,000 | Approximately 81,365 | Approximately 65,000",,,Rectified programmatically
32986,Italy,medium,What was the capacity of Italy's Stadio Olimpico for Euro 2020?,"Approximately 70,634","Approximately 70,634 | Approximately我们发现 75,923 | Approximately 41,507 | Approximately 80,000",,,Rectified programmatically
36719,Jordan,medium,What was the capacity of Jordan's Amman International Stadium in 2022?,"Approximately 17,619","Approximately 17,619 | Approximately 13,265 | Approximately 25,000 | Approximately 15,000",,,Rectified programmatically
43076,Senegal,medium,What was the capacity of Senegal's primary stadium for the 2008 AFCON?,"Approximately 60,000","Approximately 60,000 | Approximately 40,000 | Approximately 50,000 | Approximately 70,000",,,Rectified programmatically
6608,Brazil,medium,What was the exact score when Brazil lost to the Netherlands in the 2010 World Cup quarter-final?,2-1 to Netherlands,2-1 to Netherlands | 1-0 to Netherlands | 3-2 to Netherlands | 2-0 to Netherlands,,,Rectified programmatically
29366,Ghana,easy,What was the final score of Ghana's 2022 World Cup match against Uruguay?,2-0 to Uruguay,2-0 to Uruguay | 1-0 to Uruguay | 2-1 to Ghana | 1-1 draw,,,Rectified programmatically
30673,Iran,easy,What was the final score of Iran's 2018 World Cup match against Portugal?,01-Jan,01-Jan | 0-0 | 1-0 | 2-1,,,Rectified programmatically
306,Algeria,easy,What was the final score when Algeria beat Senegal in the 2019 AFCON final?,1-0,1-0 | 2-0 | 1-1 | 2-1,,,Rectified programmatically
21841,Ecuador,easy,What was the final score when Ecuador lost to Senegal in 2022?,2-1 to Senegal,2-1 to Senegal | 1-0 to Senegal | 3-2 to Senegal | 1-1 draw,,,Rectified programmatically
29369,Ghana,easy,What was the final score when Ghana faced Uruguay at the 2022 World Cup?,Ghana lost 2-0,Ghana lost 2-0 | Ghana won 2-1 | Uruguay won 1-0 | It was a 1-1 draw,,,Rectified programmatically
36723,Jordan,easy,What was the final score when Jordan lost to Qatar in the 2023 Asian Cup final?,3-1 to Qatar,3-1 to Qatar | 2-0 to Qatar | 1-0 to Qatar | 2-1 to Qatar,,,Rectified programmatically
38115,Mexico,easy,What was the final score when Mexico's Guillermo Ochoa made spectacular saves against Brazil at the 2014 World Cup?,0-0,0-0 | 1-0 | 0-1 | 1-1,,,Rectified programmatically
41451,New Zealand,easy,What was the final score when New Zealand drew with Italy in 2010?,01-Jan,01-Jan | 0-0 | 2-2 | 2-1,,,Rectified programmatically
43955,Switzerland,easy,What was the final score when Switzerland faced Germany at Euro 2024?,01-Jan,01-Jan | 2-0 | 2-1 | 3-3,,,Rectified programmatically
36724,Jordan,easy,What was the key to Jordan's 2023 Asian Cup underdog run?,Defensive organization,Defensive organization | Star striker | Home advantage | Set-piece tactics,,,Rectified programmatically
17888,Croatia,hard,What was the score when Croatia lost to Portugal at Euro 2016?,1-0 after extra time,1-0 after extra time | 2-1 after extra time | 2-0 after extra time | 1-0 in regulation,,,Rectified programmatically
30688,Iran,medium,What was the score when Iran played USA at the 2022 World Cup?,Iran lost 1-0,Iran lost 1-0 | Iran won III-0 | Iran drew 1-1 | Iran lost 2-1,,,Rectified programmatically
8510,Cabo Verde,easy,What was the tactical foundation of Cabo Verde's 2026 FIFA World Cup qualifying campaign?,Defensive solidity and team,Defensive solidity and team spirit | High-pressing and possession | Counter-attack and pace | Set-pieces and physicality,,,Rectified programmatically
8511,Cabo Verde,medium,What was the tactical foundation of Cabo Verde's historic 2026 World Cup qualification?,Defensive solidity and team,Defensive solidity and team spirit | High-pressing and counter-attacks | Possession-based attacking football | Set-piece dominance and long balls,,,Rectified programmatically
25851,France,easy,What was the world-record fee PSG paid Barcelona for Neymar in 2017?,€222 million,€222 million | €180 million | €200 million | €250 million,,,Rectified programmatically
20791,DR Congo,medium,What year did TP Mazembe reach FIFA Club World Cup final?,2010,2010 | 2009 | 2011 | 2015,,,Rectified programmatically
2416,Australia,medium,What year was Australia's previous best World Cup result before 2022?,2006,2006 | 2010 | 2014 | 2018,,,Rectified programmatically
19498,Denmark,medium,When did Åge Hareide's Denmark start their 34-match unbeaten run?,2016,2016 | 2014 | 2018 | 2020,,,Rectified programmatically
40383,Netherlands,medium,When did Ajax win the domestic double before key players left?,2018-19,2018-19 | 2017-18 | 2019-20 | 2020-21,,,Rectified programmatically
2417,Australia,hard,When did A-League and European-based players form Australia's core squad?,After the 2022 World,After the 2022 World Cup | After the 2018 World Cup | After the 2014 World Cup | After the 2010 World Cup,,,Rectified programmatically
323,Algeria,medium,When did Algeria begin their squad rebuild after winning the AFCON?,After 2019,After 2019 | After 2015 | After 2021 | After 2017,,,Rectified programmatically
355,Algeria,easy,When did Algeria's Baghdad Bounedjah score in the 2019 AFCON final?,Early in the match,Early in the match | In the second half | In extra time | In the final minute,,,Rectified programmatically
357,Algeria,medium,When did Algeria's FIFA World Cup squad rebuild begin?,After 2019 AFCON,After 2019 AFCON | After 2018 World Cup | After 2021 AFCON | After 2022 World Cup,,,Rectified programmatically
6615,Brazil,medium,When did Alisson become Brazil's undisputed first-choice World Cup goalkeeper?,In 2018,In 2018 | In as 2014 | In 2022 | In 2010,,,Rectified programmatically
11082,Canada,hard,When did Alphonso Davies score Canada's first World Cup goal?,At the 2022 World,At the 2022 World Cup | At the 2018 World Cup | At the 2014 World Cup | At the 2010 World Cup,,,Rectified programmatically
11083,Canada,hard,When did Alphonso Davies score Canada's first-ever FIFA World Cup goal?,At the 2022 World,At the 2022 World Cup | At the 2018 World Cup | At the 2014 World Cup | At the 2010 World Cup,,,Rectified programmatically
1454,Argentina,hard,When did Aníbal Matelán and Roberto Ayala serve as Argentina's assistant coaches?,During the 2022 World,During the 2022 World Cup | During the 2018 World Cup | During the 2014 World Cup | During the 2010 World Cup,,,Rectified programmatically
25852,France,easy,When did Antoine Griezmann serve as France's vice-captain?,Across multiple tournaments,Across multiple tournaments | At the 2018 World Cup | From 2022 to 2026 | During Euro 2024,,,Rectified programmatically
32997,Italy,medium,When did Antonio Conte's tenure as Italy manager end?,2016,2016 | 2014 | 2017 | 2018,,,Rectified programmatically
27768,Germany,medium,When did Antonio Rüdiger anchor Germany's defence at the World Cup and Euros?,2022 and 2024,2022 and 2024 | 2018 and 2020 | 2014 and 2016 | 2020 and 2022,,,Rectified programmatically
1462,Argentina,hard,When did Argentina drop to 10th in the FIFA rankings under Sampaoli?,Early 2018,Early 2018 | Early 2016 | Early 2019 | Early 2017,,,Rectified programmatically
1474,Argentina,hard,When did Argentina win all their home World Cup qualifiers in Buenos Aires?,2022 World Cup qualifying,2022 World Cup qualifying | 2018 World Cup qualifying | 2014 World Cup qualifying | 2026 World Cup qualifying,,,Rectified programmatically
6616,Brazil,medium,When did Arsenal's Gabriel Martinelli make his debut for Brazil?,2022,2022 | 2020 | 2021 | 2023,,,Rectified programmatically
11088,Canada,hard,When did Atiba Hutchinson become Canada's most-capped player?,Before the 2022 World,Before the 2022 World Cup | After the — World Cup | During the — World Cup | Following the — World Cup,,,Rectified programmatically
2462,Australia,hard,When did Australia's coach Arnold implement his defensive counter-attack system?,At the 2022 World,At the 2022 World Cup | At the 2018 World Cup | At the 2014 World Cup | At the 2010 World Cup,,,Rectified programmatically
2464,Australia,hard,"When did Australia's coach Graham Arnold use a defensive, counter-attacking system?",At the 2022 World,At the 2022 World Cup | At the 2018 World Cup | At the 2014 World Cup | At the | 2010 World Cup,,,Rectified programmatically
2466,Australia,medium,When did Australia's football infrastructure boom begin after their 2006 World Cup debut?,After 2006,After 2006 | After 2010 | After 2014 | After 2018,,,Rectified programmatically
2468,Australia,hard,When did Australia's Mitchell Duke score against Tunisia?,At the 2022 World,At the 2022 World Cup | At the 2018 World Cup | At the 2014 World Cup | At the 2010 World Cup,,,Rectified programmatically
2473,Australia,hard,When did Australia's squad begin significant generational change?,After 2022 World Cup,After 2022 World Cup | After 2018 World Cup | After 2014 World Cup | After 2010 World Cup,,,Rectified programmatically
2475,Australia,hard,When did Australia's World Cup infrastructure begin its major growth phase?,After the 2006 World,After the 2006 World Cup | After the 2010 World Cup | After the 2014 World Cup | After the 2018 World Cup,,,Rectified programmatically
2479,Australia,medium,When did Australia's World Cup success boost football interest across the country?,2022,2022 | 2018 | 2014 | 2010,,,Rectified programmatically
2480,Australia,medium,When did Australia's World Cup success boost national football interest?,2022,2022 | 2018 | 2014 | 2010,,,Rectified programmatically
3485,Austria,hard,When did Austria lose 2-1 to Türkiye?,Euro 2024 round of,Euro 2024 round of 16 | Euro 2020 round of 16 | Euro 2024 group stage | Euro 2020 group stage,,,Rectified programmatically
29375,Ghana,medium,When did Avram Grant's tenure as Ghana manager begin?,2014,2014 | 2010 | 2017 | 2022,,,Rectified programmatically
27769,Germany,medium,When did Bayer Leverkusen win the Bundesliga unbeaten?,2023-24,2023-24 | 2021-22 | 2020 21 | 2022-23,,,Rectified programmatically
27770,Germany,medium,When did Bayer Leverkusen's unbeaten Bundesliga title end Bayern Munich's dominance?,2023-24 season,2023-24 season | 2022-23 season | 2021-22 season | 2020-21 season,,,Rectified programmatically
4695,Belgium,medium,When did Belgium blow a 2-0 lead to France in the Nations League?,2021,2021 | 2019 | 2020 | 2022,,,Rectified programmatically
4706,Belgium,easy,When did Belgium invest heavily in academy development?,From the 2000s,From the 2000s | From the 1990s | From the 1980s | From the 2010s,,,Rectified programmatically
4740,Belgium,medium,When did Belgium's Eden Hazard deliver his peak World Cup performances?,2018 World Cup,2018 World Cup | 2014 World Cup | 2022 World Cup | 2010 World Cup,,,Rectified programmatically
6620,Brazil,medium,When did Brazil beat Mexico 2-0 in the 2018 World Cup?,In the round of,In the round of 16 | In the group stage | In the quarter-final | In the semi-final,,,Rectified programmatically
6624,Brazil,hard,When did Brazil build or renovate 12 stadiums for the World Cup?,For the 2014 World,For the 2014 World Cup | For the 2010 World Cup | For the 2018 World Cup | For the 2022 World Cup,,,Rectified programmatically
6632,Brazil,hard,When did Brazil hold the top FIFA ranking before the 2010 World Cup?,Start of 2010,Start of 2010 | Start of 2008 | Start of 2012 | Start of 2014,,,Rectified programmatically
