cluster,country,question,answer
550,Cameroon,Which Cameroon player retired in 2014 as their all-time top scorer?,Samuel Eto'o
551,Cameroon,Which Cameroon star has four African Footballer of the Year awards?,Samuel Eto'o
551,Cameroon,Which Cameroon star has four African Player of the Year awards?,Samuel Eto'o
552,Cameroon,At which World Cup did Cameroon draw 3-3 with Serbia?,2022 World Cup
552,Cameroon,In which World Cup did Cameroon draw 3-3 with Serbia?,2022 World Cup
552,Cameroon,In which World Cup group stage did Cameroon draw 3-3 with Serbia?,2022 World Cup
553,Cameroon,"Which Cameroon stadium built for AFCON 2021 has a 60,000 capacity?",Stade Olembe
553,Cameroon,"Which Cameroonian stadium built for AFCON 2021 has a 60,000 capacity?",Stade Olembe
554,Cameroon,Which Cameroon goalkeeper at the 2022 World Cup plays for Manchester United?,André Onana
554,Cameroon,Which Cameroon player at the 2022 World Cup plays for Manchester United?,André Onana
555,Cameroon,Which Cameroon forward won the African Footballer of the Year four times?,Samuel Eto'o
555,Cameroon,Which Cameroon star has won the African Footballer of the Year award four times?,Samuel Eto'o
555,Cameroon,Which Cameroon star won the African Footballer of the Year four times?,Samuel Eto'o
555,Cameroon,Which Cameroon striker won the African Footballer of the Year four times?,Samuel Eto'o
555,Cameroon,Which Cameroonian player won the African Footballer of the Year four times?,Samuel Eto'o
555,Cameroon,Which Cameroonian striker won the African Footballer of the Year four times?,Samuel Eto'o
556,Cameroon,Which Cameroon player is the first-choice goalkeeper and a key leader for the 2026 World Cup cycle?,André Onana
556,Cameroon,Which Cameroon player is the key leader and goalkeeper for the 2026 World Cup cycle?,André Onana
557,Cameroon,Which Swiss player scored against Cameroon at the 2022 FIFA World Cup?,Breel Embolo
557,Cameroon,Which Swiss player scored the winner against Cameroon at the 2022 World Cup?,Breel Embolo
557,Cameroon,Which Switzerland player scored against Cameroon at the 2022 FIFA World Cup?,Breel Embolo
558,Cameroon,In which year did Cameroon qualify for the 2014 World Cup?,2014
558,Cameroon,Which year did Cameroon qualify for the 2014 FIFA World Cup?,2014
559,Cameroon,When did Cameroon's Vincent Aboubakar score his winner against Brazil?,2022 World Cup
559,Cameroon,When did Cameroon's Vincent Aboubakar score the winner against Brazil?,2022 World Cup
560,Cameroon,Which Cameroon player retired from international football in 2014?,Samuel Eto'o
560,Cameroon,Which Cameroon star retired from international football in 2014?,Samuel Eto'o
561,Cameroon,Which Cameroon stadium hosted 2021 Africa Cup of Nations matches?,Stade Ahmadou Ahidjo
561,Cameroon,Which Cameroon stadium hosted matches during the 2021 Africa Cup of Nations?,Stade Ahmadou Ahidjo
561,Cameroon,Which Cameroonian stadium hosted matches during the 2021 Africa Cup of Nations?,Stade Ahmadou Ahidjo
562,Cameroon,Which Cameroon attacker for the 2026 cycle plays for Brentford?,Bryan Mbeumo
562,Cameroon,Which Cameroon attacker for the 2026 World Cup cycle plays for Brentford?,Bryan Mbeumo
562,Cameroon,Which Cameroon player for the 2026 World Cup cycle plays for Brentford?,Bryan Mbeumo
563,Cameroon,In which World Cup year did Cameroon draw 3-3 with Serbia?,2022
563,Cameroon,In which year did Cameroon draw 3-3 with Serbia at the World Cup?,2022
564,Cameroon,In which World Cup did Cameroon lose 1-0 to Switzerland?,2022
564,Cameroon,Which World Cup year did Cameroon lose 1-0 to Switzerland?,2022
565,Cameroon,Which Cameroon legend retired as their top scorer with 56 goals?,Samuel Eto'o
565,Cameroon,Which Cameroon player retired as their top scorer with 56 goals?,Samuel Eto'o
565,Cameroon,Which Cameroon striker retired as their top scorer with 56 goals?,Samuel Eto'o
566,Cameroon,"In their 2022 World Cup group stage match, Cameroon drew with which nation 3-3?",Serbia
566,Cameroon,Which team drew 3-3 with Cameroon in their 2022 World Cup group match?,Serbia
567,Cameroon,Which Cameroon manager led them to the 2017 AFCON title as underdogs?,Hugo Broos
567,Cameroon,Which Cameroon manager led them to the 2017 AFCON title?,Hugo Broos
568,Cameroon,Which Cameroon player was sent off after scoring against Brazil in 2022?,Vincent Aboubakar
568,Cameroon,Which Cameroon player was sent off for shirt removal after scoring against Brazil in 2022?,Vincent Aboubakar
569,Cameroon,In which year did Cameroon win the AFCON by beating Egypt?,2017
569,Cameroon,"In which year did Cameroon win the AFCON, beating Egypt in the final?",2017
570,Cameroon,In which year did underdog Cameroon win the Africa Cup of Nations?,2017
570,Cameroon,Which year did Cameroon win the Africa Cup of Nations?,2017
571,Cameroon,Which Cameroon player ended his international career at the 2014 World Cup?,Samuel Eto'o
571,Cameroon,Which Cameroon player ended his World Cup career at the 2014 tournament?,Samuel Eto'o
572,Cameroon,Which Cameroon legend's final World Cup match was in 2014?,Samuel Eto'o
572,Cameroon,Which Cameroon player's final World Cup match was in 2014?,Samuel Eto'o
573,Cameroon,Which Cameroon player scored against Brazil in 2022 but was sent off?,Vincent Aboubakar
573,Cameroon,Which Cameroon player scored and was sent off against Brazil in 2022?,Vincent Aboubakar
574,Cameroon,Which Cameroon legend scored 56 international goals before retiring in 2014?,Samuel Eto'o
574,Cameroon,Which Cameroon player scored 56 international goals before retiring in 2014?,Samuel Eto'o
574,Cameroon,Which Cameroon striker scored 56 international goals before retiring in 2014?,Samuel Eto'o
575,Cameroon,Which Cameroon player won the AFCON Golden Boot before the 2022 World Cup?,Vincent Aboubakar
575,Cameroon,Which Cameroon player won the Golden Boot before the 2022 FIFA World Cup?,Vincent Aboubakar
576,Cameroon,Which Cameroon player scored the winner against Brazil in 2022?,Vincent Aboubakar
576,Cameroon,Which Cameroon player scored the winner vs Brazil in 2022?,Vincent Aboubakar
577,Cameroon,Which Cameroon player captained the team at the 2014 World Cup?,Samuel Eto'o
577,Cameroon,Which player captained Cameroon at the 2014 FIFA World Cup?,Samuel Eto'o
578,Cameroon,Which Cameroon legend retired after the 2014 FIFA World Cup?,Samuel Eto'o
578,Cameroon,Which Cameroon player retired after the 2014 FIFA World Cup?,Samuel Eto'o
579,Cameroon,Which Cameroon centre-back had over 60 caps before the 2022 World Cup?,Nicolas Nkoulou
579,Cameroon,Which Cameroon defender had over 60 caps before the 2022 World Cup?,Nicolas Nkoulou
579,Cameroon,Which Cameroon defender had over 60 caps by the 2022 World Cup?,Nicolas Nkoulou
580,Cameroon,Which Cameroon manager led the team at the 2010 FIFA World Cup?,Paul Le Guen
580,Cameroon,Which Cameroon manager oversaw the team at the 2010 FIFA World Cup?,Paul Le Guen
581,Cameroon,Which Cameroon legend had his international farewell at the 2014 World Cup?,Samuel Eto'o
581,Cameroon,Which Cameroon player had his international farewell at the 2014 World Cup?,Samuel Eto'o
581,Cameroon,Which Cameroon player had his World Cup farewell at the 2014 tournament?,Samuel Eto'o
581,Cameroon,Which Cameroon player made his World Cup farewell at the 2014 tournament?,Samuel Eto'o
582,Cameroon,Which Cameroon player was the top scorer at the 2021 AFCON?,Vincent Aboubakar
582,Cameroon,Which Cameroon striker was the top scorer at AFCON 2021?,Vincent Aboubakar
583,Cameroon,Which year did Cameroon win the AFCON under Hugo Broos?,2017
583,Cameroon,Which year did Hugo Broos win the AFCON with Cameroon?,2017
584,Cameroon,Which Cameroon attacker is central to their 2026 World Cup plans?,Bryan Mbeumo
584,Cameroon,Which Cameroon attacker is central to their 2026 World Cup qualifiers?,Bryan Mbeumo
584,Cameroon,Which Cameroon attacker is central to their 2026 World Cup squad?,Bryan Mbeumo
585,Cameroon,Which nation drew 3-3 with Cameroon at the 2022 FIFA World Cup?,Serbia
585,Cameroon,Which team drew 3-3 with Cameroon at the 2022 FIFA World Cup?,Serbia
586,Cameroon,Which Cameroon-born player scored against Cameroon at the 2022 World Cup?,Breel Embolo
586,Cameroon,Which Cameroon-born player scored for Switzerland against Cameroon at the 2022 World Cup?,Breel Embolo
587,Cameroon,Which Cameroon stadium in Douala is a major venue for World Cup qualifiers?,Stade Omnisports de Douala
587,Cameroon,Which Cameroon stadium is a major venue for World Cup qualifiers?,Stade Omnisports de Douala
588,Cameroon,Which Cameroon manager coached the team at the 2022 FIFA World Cup?,Rigobert Song
588,Cameroon,Which Cameroon manager led the team at the 2022 FIFA World Cup?,Rigobert Song
589,Cameroon,Which Cameroon attacker was selected for the 2026 World Cup cycle?,Bryan Mbeumo
589,Cameroon,Which Cameroon attacker was targeted for the 2026 World Cup cycle?,Bryan Mbeumo
590,Cameroon,"At the 2022 World Cup, which Cameroon player scored a winner and got a red card?",Vincent Aboubakar
590,Cameroon,Which Cameroon player scored a World Cup winner and got a red card in 2022?,Vincent Aboubakar
591,Cameroon,Which Cameroon defender was key during their 2022 World Cup campaign?,Jean-Charles Castelletto
591,Cameroon,Which Cameroon defender was key in their 2022 World Cup campaign?,Jean-Charles Castelletto
592,Cameroon,Which Cameroon legend played his final World Cup match in 2014?,Samuel Eto'o
592,Cameroon,Which Cameroon legend played his last World Cup match in 2014?,Samuel Eto'o
592,Cameroon,Which Cameroon star played his final World Cup match in 2014?,Samuel Eto'o
593,Cameroon,Who captained Cameroon at both the 2010 and 2014 FIFA World Cups?,Samuel Eto'o
593,Cameroon,Who captained Cameroon at the 2010 and 2014 World Cups?,Samuel Eto'o
594,Cameroon,Which Cameroon squad won the 2017 Africa Cup of Nations?,The underdogs
594,Cameroon,Which Cameroon team won the 2017 Africa Cup of Nations?,The underdogs
595,Cameroon,Which Cameroon player won the Golden Boot at the 2021 AFCON?,Vincent Aboubakar
595,Cameroon,Which Cameroon striker won the Golden Boot at the 2021 AFCON?,Vincent Aboubakar
596,Cameroon,Which Cameroon player scored the winner against Brazil at the 2022 World Cup?,Vincent Aboubakar
596,Cameroon,Which Cameroon striker scored the winner against Brazil at the 2022 World Cup?,Vincent Aboubakar
597,Cameroon,"Which 60,000-seat Cameroonian stadium was built for the 2021 AFCON?",Stade Olembe
597,Cameroon,Which Cameroonian stadium was built for the 2021 AFCON?,Stade Olembe
598,Cameroon,How did Cameroon qualify for the 2014 FIFA World Cup?,Through CAF qualification
598,Cameroon,Why did Cameroon qualify for the 2014 FIFA World Cup?,Through CAF qualification
599,Cameroon,When did Hugo Broos lead Cameroon to the AFCON title?,2017
599,Cameroon,When did Hugo Broos manage Cameroon to the AFCON title?,2017
600,Cameroon,Which Cameroon legend scored his final World Cup goal in 2014?,Samuel Eto'o
600,Cameroon,Which Cameroon star scored his final World Cup goal in 2014?,Samuel Eto'o
601,Cameroon,Which Cameroon player was in their 2022 World Cup squad?,Vincent Aboubakar
601,Cameroon,Which Cameroon striker was in their 2022 World Cup squad?,Vincent Aboubakar
602,Canada,When did Canada's women's football team win Olympic gold?,2020 Tokyo Olympics
602,Canada,When did Canada's women's team win their Olympic football gold medal?,2020 Tokyo Olympics
603,Canada,"At the 2022 World Cup, which Canada player scored in the 2nd minute vs Croatia?",Alphonso Davies
603,Canada,Which Canada player scored in the 2nd minute against Croatia at the 2022 FIFA World Cup?,Alphonso Davies
603,Canada,Which Canada player scored in the 2nd minute of their 2022 World Cup match against Croatia?,Alphonso Davies
603,Canada,Which Canadian player scored in the 2nd minute against Croatia at the 2022 World Cup?,Alphonso Davies
603,Canada,Which Canadian player scored in the 2nd minute of the 2022 World Cup match against Croatia?,Alphonso Davies
603,Canada,Which Canadian scored at the 2nd minute in the 2022 World Cup?,Alphonso Davies
603,Canada,Which Canadian player scored at the 2022 World Cup in just the 2nd minute?,Alphonso Davies
603,Canada,Which Canadian scored in the 2nd minute at the 2022 World Cup?,Alphonso Davies
604,Canada,Which Canadian goalkeeper had over 70 caps and started at the 2022 World Cup?,Milan Borjan
604,Canada,Which Canada player had over 70 caps and was the first-choice goalkeeper at the 2022 World Cup?,Milan Borjan
604,Canada,Which Canadian goalkeeper had over 70 caps and was first-choice at the 2022 World Cup?,Milan Borjan
604,Canada,Which Canadian goalkeeper with over 70 caps started at the 2022 World Cup?,Milan Borjan
604,Canada,Which Canadian player had over 70 caps and started as goalkeeper at the 2022 World Cup?,Milan Borjan
605,Canada,In which year did Canada's Alphonso Davies win the UEFA Champions League?,2020
605,Canada,In which year did Canadian star Alphonso Davies win the UEFA Champions League?,2020
605,Canada,In which year did Canadian Alphonso Davies win the UEFA Champions League?,2020
606,Canada,Which Canada player provided crucial pace and width at the 2022 World Cup?,Tajon Buchanan
606,Canada,Which Canada player provided pace and width as a key winger at the 2022 FIFA World Cup?,Tajon Buchanan
606,Canada,Which Canada winger provided pace and width at the 2022 FIFA World Cup?,Tajon Buchanan
606,Canada,Which Canada winger provided pace at the 2022 FIFA World Cup?,Tajon Buchanan
606,Canada,Which Canadian winger provided key pace and width at the 2022 World Cup?,Tajon Buchanan
606,Canada,Which Canada player at the 2022 World Cup provided pace and width as a key winger?,Tajon Buchanan
606,Canada,Which Canada winger provided crucial pace and width at the 2022 World Cup?,Tajon Buchanan
606,Canada,Which Canada winger provided crucial width at the 2022 World Cup?,Tajon Buchanan
606,Canada,Which Canada winger provided key pace and width at the 2022 FIFA World Cup?,Tajon Buchanan
606,Canada,Which Canadian winger provided essential pace and width at the 2022 World Cup?,Tajon Buchanan
607,Canada,In which year did Canada reach the Copa América semi-finals?,2024
